Userid	prob
140546	0.999974246716456
140639	0.999948493432913
141297	0.999922740149369
140693	0.999896986865825
140432	0.999871233582282
140936	0.999845480298738
141196	0.999819727015194
140961	0.999793973731651
141136	0.999768220448107
141198	0.999742467164563
141146	0.99971671388102
141170	0.999690960597476
141304	0.999665207313932
140619	0.999639454030389
140947	0.999613700746845
140656	0.999587947463302
140664	0.999562194179758
141108	0.999536440896214
140650	0.999510687612671
141143	0.999484934329127
140391	0.999459181045583
140531	0.99943342776204
140661	0.999407674478496
141066	0.999381921194952
140772	0.999356167911409
141085	0.999330414627865
140573	0.999304661344321
140416	0.999278908060778
141330	0.999253154777234
140787	0.99922740149369
140775	0.999201648210147
140499	0.999175894926603
141240	0.999150141643059
140467	0.999124388359516
141003	0.999098635075972
140735	0.999072881792428
141329	0.999047128508885
141062	0.999021375225341
141162	0.998995621941798
141203	0.998969868658254
140486	0.99894411537471
140559	0.998918362091167
141134	0.998892608807623
140557	0.998866855524079
141115	0.998841102240536
141319	0.998815348956992
141128	0.998789595673448
141298	0.998763842389905
140581	0.998738089106361
141181	0.998712335822817
141107	0.998686582539274
141113	0.99866082925573
141155	0.998635075972186
141149	0.998609322688643
141078	0.998583569405099
140560	0.998557816121555
140636	0.998532062838012
141067	0.998506309554468
141288	0.998480556270925
140769	0.998454802987381
140523	0.998429049703837
141243	0.998403296420294
141161	0.99837754313675
141105	0.998351789853206
141031	0.998326036569663
141041	0.998300283286119
140569	0.998274530002575
140635	0.998248776719032
140613	0.998223023435488
140839	0.998197270151944
140533	0.998171516868401
140577	0.998145763584857
140599	0.998120010301313
140417	0.99809425701777
140981	0.998068503734226
140761	0.998042750450682
140722	0.998016997167139
140624	0.997991243883595
140707	0.997965490600051
141120	0.997939737316508
140758	0.997913984032964
140709	0.997888230749421
140511	0.997862477465877
141086	0.997836724182333
140455	0.99781097089879
141045	0.997785217615246
141179	0.997759464331702
141156	0.997733711048159
140574	0.997707957764615
140392	0.997682204481071
140968	0.997656451197528
140429	0.997630697913984
140638	0.99760494463044
141244	0.997579191346897
141193	0.997553438063353
141300	0.997527684779809
140784	0.997501931496266
140734	0.997476178212722
140616	0.997450424929178
141142	0.997424671645635
141033	0.997398918362091
141167	0.997373165078548
141350	0.997347411795004
140431	0.99732165851146
141406	0.997295905227917
141215	0.997270151944373
140551	0.997244398660829
141217	0.997218645377286
140555	0.997192892093742
140731	0.997167138810198
141402	0.997141385526655
141173	0.997115632243111
141340	0.997089878959567
140595	0.997064125676024
140567	0.99703837239248
140666	0.997012619108936
141091	0.996986865825393
140628	0.996961112541849
141126	0.996935359258305
140403	0.996909605974762
141205	0.996883852691218
140399	0.996858099407674
141093	0.996832346124131
140485	0.996806592840587
140592	0.996780839557044
140780	0.9967550862735
140588	0.996729332989956
141106	0.996703579706413
140782	0.996677826422869
141190	0.996652073139325
140621	0.996626319855782
140649	0.996600566572238
140495	0.996574813288694
141101	0.996549060005151
140862	0.996523306721607
140871	0.996497553438063
140694	0.99647180015452
140740	0.996446046870976
140956	0.996420293587432
141013	0.996394540303889
141169	0.996368787020345
140558	0.996343033736801
141327	0.996317280453258
141060	0.996291527169714
141195	0.99626577388617
140982	0.996240020602627
140611	0.996214267319083
140770	0.99618851403554
140540	0.996162760751996
141333	0.996137007468452
140950	0.996111254184909
140435	0.996085500901365
141388	0.996059747617821
140398	0.996033994334278
141232	0.996008241050734
141222	0.99598248776719
141384	0.995956734483647
140715	0.995930981200103
140952	0.995905227916559
141001	0.995879474633016
141260	0.995853721349472
140629	0.995827968065928
141163	0.995802214782385
140408	0.995776461498841
140614	0.995750708215297
141185	0.995724954931754
140799	0.99569920164821
140451	0.995673448364667
141180	0.995647695081123
140608	0.995621941797579
140819	0.995596188514036
140866	0.995570435230492
140791	0.995544681946948
141147	0.995518928663405
140976	0.995493175379861
140786	0.995467422096317
141301	0.995441668812774
141171	0.99541591552923
141214	0.995390162245686
140868	0.995364408962143
140603	0.995338655678599
140994	0.995312902395055
140626	0.995287149111512
141251	0.995261395827968
141345	0.995235642544424
140654	0.995209889260881
141150	0.995184135977337
140640	0.995158382693793
140789	0.99513262941025
140667	0.995106876126706
141206	0.995081122843163
140824	0.995055369559619
140929	0.995029616276075
140814	0.995003862992532
141116	0.994978109708988
140983	0.994952356425444
140863	0.994926603141901
141351	0.994900849858357
140810	0.994875096574813
141016	0.99484934329127
141124	0.994823590007726
141122	0.994797836724182
140721	0.994772083440639
140783	0.994746330157095
140586	0.994720576873551
141245	0.994694823590008
140960	0.994669070306464
140943	0.99464331702292
140714	0.994617563739377
140697	0.994591810455833
140812	0.99456605717229
141321	0.994540303888746
140633	0.994514550605202
141361	0.994488797321659
141360	0.994463044038115
140575	0.994437290754571
141299	0.994411537471028
140795	0.994385784187484
140776	0.99436003090394
140662	0.994334277620397
140720	0.994308524336853
141183	0.994282771053309
141332	0.994257017769766
141042	0.994231264486222
140655	0.994205511202678
140766	0.994179757919135
140845	0.994154004635591
140615	0.994128251352047
140815	0.994102498068504
140716	0.99407674478496
141166	0.994050991501416
140967	0.994025238217873
140506	0.993999484934329
140434	0.993973731650786
140691	0.993947978367242
141025	0.993922225083698
140566	0.993896471800155
141026	0.993870718516611
140425	0.993844965233067
140792	0.993819211949524
140587	0.99379345866598
140841	0.993767705382436
140492	0.993741952098893
140963	0.993716198815349
140738	0.993690445531805
140701	0.993664692248262
140622	0.993638938964718
140821	0.993613185681174
141375	0.993587432397631
141269	0.993561679114087
141132	0.993535925830543
140719	0.993510172547
141315	0.993484419263456
140497	0.993458665979912
141412	0.993432912696369
141218	0.993407159412825
140803	0.993381406129281
140840	0.993355652845738
140874	0.993329899562194
141392	0.99330414627865
141358	0.993278392995107
141274	0.993252639711563
141292	0.99322688642802
141229	0.993201133144476
140660	0.993175379860932
140582	0.993149626577389
140421	0.993123873293845
140645	0.993098120010301
140414	0.993072366726758
140750	0.993046613443214
140870	0.99302086015967
140951	0.992995106876127
141415	0.992969353592583
140826	0.992943600309039
140502	0.992917847025496
141211	0.992892093741952
140744	0.992866340458408
140725	0.992840587174865
140762	0.992814833891321
140443	0.992789080607777
141200	0.992763327324234
141118	0.99273757404069
140745	0.992711820757147
141138	0.992686067473603
141226	0.992660314190059
141111	0.992634560906516
140657	0.992608807622972
140999	0.992583054339428
140646	0.992557301055885
141228	0.992531547772341
140763	0.992505794488797
140698	0.992480041205254
140975	0.99245428792171
140699	0.992428534638166
140642	0.992402781354623
141151	0.992377028071079
140606	0.992351274787535
141323	0.992325521503992
140773	0.992299768220448
141242	0.992274014936904
140537	0.992248261653361
141064	0.992222508369817
140973	0.992196755086273
141061	0.99217100180273
141029	0.992145248519186
141202	0.992119495235643
140702	0.992093741952099
141263	0.992067988668555
140433	0.992042235385012
141040	0.992016482101468
141280	0.991990728817924
140984	0.991964975534381
141246	0.991939222250837
141310	0.991913468967293
141355	0.99188771568375
141308	0.991861962400206
141230	0.991836209116662
141414	0.991810455833119
141098	0.991784702549575
140796	0.991758949266031
140681	0.991733195982488
141159	0.991707442698944
140673	0.9916816894154
141069	0.991655936131857
141043	0.991630182848313
141377	0.991604429564769
140861	0.991578676281226
