active_time	online_time	num_message	ave_message	ave_time_inter	median_time_inter	ave_message_reply	num_platform	num_short_time_inter	num_receiver_age	num_reply_message	num_reply_user	num_user_to	reply_percent	periodic_pvalue	cluster
20159	20159	1640	10.0613496932515	12.2995729103112	0	10	1	1477	1	1630	163	163	1	3.00852078096714e-05	4
20262	20262	1630	10	12.4383057090239	0	10	1	1466	1	1630	163	163	1	2.99104220380375e-06	4
20315	20315	1635	10.0306748466258	12.4326805385557	0	9.93251533742331	1	1471	1	1619	163	163	1	6.84948907526683e-05	4
20359	20359	1625	9.96932515337423	12.5363300492611	0	9.96932515337423	1	1462	1	1625	163	163	1	1.17291213058701e-05	4
20252	20252	1630	10	12.4321669736034	0	10	1	1467	1	1630	163	163	1	1.71556169714648e-07	4
20339	20339	1630	10	12.4855739717618	0	10	1	1466	1	1630	163	163	1	4.31636085461706e-05	4
20291	20291	1630	10	12.4561080417434	0	10	1	1466	1	1630	163	163	1	2.05640765178483e-05	4
20267	20267	1630	10	12.4413750767342	0	10	1	1466	1	1630	163	163	1	8.98305801899646e-06	4
20264	20264	1629	9.99386503067485	12.4471744471744	0	9.99386503067485	1	1465	1	1629	163	163	1	9.95299410666561e-08	4
20311	20311	1630	10	12.4683855125844	0	10	1	1467	1	1630	163	163	1	3.14389575520879e-05	4
20379	20379	1625	9.96932515337423	12.548645320197	0	9.96319018404908	1	1462	1	1624	163	163	1	2.57518120688749e-05	4
20252	20252	1630	10	12.4321669736034	0	10	1	1466	1	1630	163	163	1	2.96355841344909e-06	4
20379	20379	1625	9.96932515337423	12.548645320197	0	9.96932515337423	1	1462	1	1625	163	163	1	2.63501197134142e-05	4
20245	20245	1630	10	12.4278698588091	0	10	1	1466	1	1630	163	163	1	4.38182877759985e-08	4
20354	20354	1630	10	12.4947820748926	0	9.96932515337423	1	1468	1	1625	163	163	1	5.37415275545516e-05	4
20244	20244	1630	10	12.427255985267	0	10	1	1466	1	1630	163	163	1	9.11517916701854e-09	4
20332	20332	1625	9.96932515337423	12.5197044334975	0	9.96932515337423	1	1462	1	1625	163	163	1	4.45926066094948e-06	4
20266	20266	1635	10.0306748466258	12.4026927784578	0	10	1	1472	1	1630	163	163	1	5.09638663610534e-05	4
20291	20291	1630	10	12.4561080417434	0	10	1	1467	1	1630	163	163	1	2.43850638317333e-05	4
20194	20194	1633	10.0184049079755	12.3737745098039	0	9.98773006134969	1	1470	1	1628	163	163	1	1.10888246029894e-07	4
20320	20320	1625	9.96932515337423	12.512315270936	0	9.96932515337423	1	1461	1	1625	163	163	1	2.98668326514928e-07	4
20244	20244	1630	10	12.427255985267	0	10	1	1466	1	1630	163	163	1	2.94437969572403e-06	4
20256	20256	1630	10	12.4346224677716	0	10	1	1467	1	1630	163	163	1	9.24603772556321e-06	4
20258	20258	1629	9.99386503067485	12.4434889434889	0	9.99386503067485	1	1465	1	1629	163	163	1	2.41371908082932e-06	4
20241	20241	1630	10	12.4254143646409	0	10	1	1466	1	1630	163	163	1	2.01608351069194e-06	4
20313	20313	1627	9.98159509202454	12.4926199261993	0	9.93865030674847	1	1464	1	1620	163	163	1	1.52935030575119e-05	4
20352	20352	1625	9.96932515337423	12.5320197044335	0	9.96932515337423	1	1462	1	1625	163	163	1	1.87361304301303e-05	4
20248	20248	1630	10	12.4297114794352	0	10	1	1467	1	1630	163	163	1	6.93074436641794e-06	4
20359	20359	1625	9.96932515337423	12.5363300492611	0	9.96932515337423	1	1462	1	1625	163	163	1	2.26201789660374e-05	4
20339	20339	1630	10	12.4855739717618	0	10	1	1466	1	1630	163	163	1	5.22165495547844e-05	4
20320	20320	1630	10	12.4739103744629	0	10	1	1466	1	1630	163	163	1	4.32595120943846e-05	4
20379	20379	1625	9.96932515337423	12.548645320197	0	9.96932515337423	1	1462	1	1625	163	163	1	3.316070671322e-05	4
20306	20306	1630	10	12.4653161448742	0	9.96932515337423	1	1467	1	1625	163	163	1	3.76211155475037e-05	4
20244	20244	1630	10	12.427255985267	0	10	1	1466	1	1630	163	163	1	7.37554384477868e-06	4
20230	20230	1630	10	12.4186617556783	0	10	1	1467	1	1630	163	163	1	8.55407583988388e-07	4
20312	20312	1625	9.96932515337423	12.5073891625616	0	9.96932515337423	1	1461	1	1625	163	163	1	2.23079674854798e-06	4
20309	20309	1625	9.96932515337423	12.5055418719212	0	9.96932515337423	1	1462	1	1625	163	163	1	7.7046347057852e-07	4
20353	20353	1625	9.96932515337423	12.5326354679803	0	9.96932515337423	1	1462	1	1625	163	163	1	2.235216683244e-05	4
20349	20349	1630	10	12.4917127071823	0	9.96932515337423	1	1467	1	1625	163	163	1	6.03459885508695e-05	4
20306	20306	1625	9.96932515337423	12.5036945812808	0	9.96932515337423	1	1462	1	1625	163	163	1	4.550611903964e-07	4
20385	20385	1620	9.93865030674847	12.5911056207536	0	9.93865030674847	1	1457	1	1620	163	163	1	8.08240718797038e-09	4
20312	20312	1625	9.96932515337423	12.5073891625616	0	9.96932515337423	1	1462	1	1625	163	163	1	3.59640940927886e-06	4
20323	20323	1631	10.0061349693252	12.4680981595092	0	10.0306748466258	1	1467	1	1635	163	163	1	5.65093434405917e-05	4
20224	20224	1630	10	12.414978514426	0	10	1	1466	1	1630	163	163	1	1.36762848934602e-07	4
20305	20305	1625	9.96932515337423	12.503078817734	0	10	1	1462	1	1630	163	163	1	9.72444514801829e-07	4
20192	20192	1632	10.0122699386503	12.3801348865727	0	10	1	1468	1	1630	163	163	1	4.42800703659429e-07	4
20223	20223	1630	10	12.414364640884	0	10	1	1466	1	1630	163	163	1	9.65344287062742e-07	4
20236	20236	1630	10	12.4223449969306	0	10	1	1466	1	1630	163	163	1	7.75371192229812e-06	4
20222	20222	1630	10	12.4137507673419	0	10	1	1466	1	1630	163	163	1	1.20924166657765e-06	4
20299	20299	1625	9.96932515337423	12.4993842364532	0	9.96932515337423	1	1461	1	1625	163	163	1	1.04277121271146e-07	4
20219	20219	1630	10	12.4119091467158	0	10	1	1466	1	1630	163	163	1	4.08773171645116e-07	4
20305	20305	1625	9.96932515337423	12.503078817734	0	9.96932515337423	1	1463	1	1625	163	163	1	4.12691803530763e-06	4
20318	20318	1625	9.96932515337423	12.5110837438424	0	9.93865030674847	1	1463	1	1620	163	163	1	1.18895334426661e-05	4
20247	20247	1630	10	12.4290976058932	0	10	1	1466	1	1630	163	163	1	1.63835687558844e-05	4
20331	20331	1625	9.96932515337423	12.5190886699507	0	9.96932515337423	1	1461	1	1625	163	163	1	1.86471983831815e-05	4
20378	20378	1620	9.93865030674847	12.5867819641754	0	9.93865030674847	1	1457	1	1620	163	163	1	2.54348239958624e-06	4
20263	20263	1630	10	12.438919582566	0	10	1	1466	1	1630	163	163	1	2.58014534788575e-05	4
20367	20367	1630	10	12.5027624309392	0	9.96932515337423	1	1465	1	1625	163	163	1	7.70688291292787e-05	4
20320	20320	1625	9.96932515337423	12.512315270936	0	9.96932515337423	1	1461	1	1625	163	163	1	1.48351730897556e-05	4
20223	20223	1630	10	12.414364640884	0	10	1	1467	1	1630	163	163	1	6.38213215986561e-06	4
20327	20327	1625	9.96932515337423	12.5166256157635	0	9.96932515337423	1	1462	1	1625	163	163	1	1.86225695202324e-05	4
20129	20129	1635	10.0306748466258	12.3188494492044	0	10	1	1472	1	1630	163	163	1	1.22076440067787e-07	4
20268	20268	1630	10	12.4419889502762	0	10	1	1467	1	1630	163	163	1	2.97448432748926e-05	4
20291	20291	1630	10	12.4561080417434	0	10	1	1466	1	1630	163	163	1	4.12627011927569e-05	4
20234	20234	1630	10	12.4211172498465	0	10	1	1466	1	1630	163	163	1	1.45498813991507e-05	4
20292	20292	1625	9.96932515337423	12.4950738916256	0	9.96932515337423	1	1461	1	1625	163	163	1	4.41636284986835e-06	4
20210	20210	1630	10	12.4063842848373	0	10	1	1466	1	1630	163	163	1	3.239121049603e-06	4
20282	20282	1630	10	12.4505831798649	0	10	1	1466	1	1630	163	163	1	3.87707855908914e-05	4
20266	20266	1626	9.97546012269939	12.4713846153846	0	10	1	1463	1	1630	163	163	1	4.69542001946266e-08	4
20293	20293	1625	9.96932515337423	12.4956896551724	0	9.96319018404908	1	1461	1	1624	163	163	1	5.66665750501016e-06	4
20377	20377	1620	9.93865030674847	12.58616429895	0	9.93865030674847	1	1458	1	1620	163	163	1	8.10686458607712e-06	4
20207	20207	1630	10	12.4045426642112	0	10	1	1467	1	1630	163	163	1	3.1334436717545e-06	4
20282	20282	1625	9.96932515337423	12.4889162561576	0	10	1	1463	1	1630	163	163	1	1.17088464079984e-06	4
20337	20337	1630	10	12.4843462246777	0	10	1	1466	1	1630	163	163	1	6.88758777173115e-05	4
20312	20312	1625	9.96932515337423	12.5073891625616	0	10	1	1462	1	1630	163	163	1	1.78725464669016e-05	4
20196	20196	1630	10	12.3977900552486	0	10	1	1466	1	1630	163	163	1	4.06851110801298e-07	4
20377	20377	1620	9.93865030674847	12.58616429895	0	9.92024539877301	1	1457	1	1617	163	163	1	1.08709724527811e-05	4
20274	20274	1625	9.96932515337423	12.4839901477833	0	9.96932515337423	1	1461	1	1625	163	163	1	1.19282725141723e-07	4
20328	20328	1625	9.96932515337423	12.5172413793103	0	9.96932515337423	1	1461	1	1625	163	163	1	2.66629809997365e-05	4
20298	20298	1625	9.96932515337423	12.4987684729064	0	9.96932515337423	1	1462	1	1625	163	163	1	1.24789405074877e-05	4
20358	20358	1620	9.93865030674847	12.5744286596665	0	9.93865030674847	1	1457	1	1620	163	163	1	3.88997981537464e-06	4
20224	20224	1629	9.99386503067485	12.4226044226044	0	9.96319018404908	1	1467	1	1624	163	163	1	9.09436929696916e-06	4
20187	20187	1630	10	12.3922651933702	0	10	1	1466	1	1630	163	163	1	2.23234745133638e-08	4
20202	20202	1630	10	12.4014732965009	0	10	1	1466	1	1630	163	163	1	7.71834285995254e-06	4
20347	20347	1630	10	12.4904849600982	0	10	1	1467	1	1630	163	163	1	7.92562263148833e-05	4
20211	20211	1630	10	12.4069981583794	0	10	1	1466	1	1630	163	163	1	1.29306871352597e-05	4
20271	20271	1625	9.96932515337423	12.4821428571429	0	9.96932515337423	1	1461	1	1625	163	163	1	3.65554442816052e-06	4
20349	20349	1630	10	12.4917127071823	0	10	1	1466	1	1630	163	163	1	8.14639531709904e-05	4
20221	20221	1630	10	12.4131368937999	0	10	1	1466	1	1630	163	163	1	1.85618415384781e-05	4
20202	20202	1629	9.99386503067485	12.4090909090909	0	10	1	1466	1	1630	163	163	1	1.72805080178584e-06	4
20183	20183	1630	10	12.389809699202	0	10	1	1467	1	1630	163	163	1	8.36118018820997e-07	4
20271	20271	1625	9.96932515337423	12.4821428571429	0	9.96932515337423	1	1463	1	1625	163	163	1	5.72826096845169e-06	4
20259	20259	1625	9.96932515337423	12.4747536945813	0	9.96932515337423	1	1463	1	1625	163	163	1	1.84656258062077e-08	4
20351	20351	1625	9.96932515337423	12.5314039408867	0	9.96932515337423	1	1463	1	1625	163	163	1	4.53956673103217e-05	4
20244	20244	1630	10	12.427255985267	0	10	1	1466	1	1630	163	163	1	3.19874167441503e-05	4
20244	20244	1630	10	12.427255985267	0	10	1	1466	1	1630	163	163	1	3.20633603874132e-05	4
20190	20190	1630	10	12.3941068139963	0	10	1	1466	1	1630	163	163	1	5.71991128395233e-06	4
20179	20179	1630	10	12.3873542050338	0	10	1	1466	1	1630	163	163	1	1.22226678234139e-06	4
20273	20273	1630	10	12.4450583179865	0	10.0306748466258	1	1466	1	1635	163	163	1	4.84350257510258e-05	4
20226	20226	1630	10	12.4162062615101	0	10	1	1467	1	1630	163	163	1	2.53121189509597e-05	4
20283	20283	1625	9.96932515337423	12.4895320197044	0	9.96932515337423	1	1462	1	1625	163	163	1	1.43133598282663e-05	4
20266	20266	1630	10	12.4407612031921	0	9.99386503067485	1	1466	1	1629	163	163	1	4.5568569756016e-05	4
20227	20227	1630	10	12.4168201350522	0	10	1	1467	1	1630	163	163	1	2.64701826819813e-05	4
20333	20333	1620	9.93865030674847	12.5589870290303	0	9.93865030674847	1	1457	1	1620	163	163	1	1.90849797743198e-07	4
20271	20271	1625	9.96932515337423	12.4821428571429	0	9.96932515337423	1	1463	1	1625	163	163	1	9.5886761053432e-06	4
20386	20386	1625	9.96932515337423	12.5529556650246	0	9.96932515337423	1	1461	1	1625	163	163	1	6.66439784260398e-05	4
20248	20248	1625	9.96932515337423	12.4679802955665	0	9.96932515337423	1	1462	1	1625	163	163	1	3.51251504437933e-07	4
20183	20183	1630	10	12.389809699202	0	10	1	1466	1	1630	163	163	1	7.94020249983429e-06	4
20168	20168	1630	10	12.3806015960712	0	10	1	1466	1	1630	163	163	1	8.2700654535639e-07	4
20229	20229	1626	9.97546012269939	12.4486153846154	0	9.96932515337423	1	1463	1	1625	163	163	1	3.36960759073079e-07	4
20248	20248	1630	10	12.4297114794352	0	10	1	1466	1	1630	163	163	1	4.14779834265744e-05	4
20299	20299	1625	9.96932515337423	12.4993842364532	0	9.96932515337423	1	1462	1	1625	163	163	1	2.74652024082611e-05	4
20339	20339	1619	9.93251533742331	12.570457354759	0	9.93251533742331	1	1458	1	1619	163	163	1	3.34368820409381e-08	4
20190	20190	1630	10	12.3941068139963	0	10	1	1466	1	1630	163	163	1	1.34792508250658e-05	4
20306	20306	1625	9.96932515337423	12.5036945812808	0	9.96932515337423	1	1462	1	1625	163	163	1	3.14521525669464e-05	4
20352	20352	1620	9.93865030674847	12.5707226683138	0	9.93865030674847	1	1457	1	1620	163	163	1	1.61203913110475e-05	4
20244	20244	1625	9.96932515337423	12.4655172413793	0	9.96932515337423	1	1462	1	1625	163	163	1	2.45516206698326e-06	4
20207	20207	1627	9.98159509202454	12.4274292742927	0	9.96932515337423	1	1463	1	1625	163	163	1	1.04331864481111e-07	4
20219	20219	1630	10	12.4119091467158	0	10	1	1466	1	1630	163	163	1	2.99641010313989e-05	4
20266	20266	1625	9.96932515337423	12.4790640394089	0	10	1	1462	1	1630	163	163	1	1.39517154249535e-05	4
20320	20320	1620	9.93865030674847	12.5509573810994	0	9.9079754601227	1	1460	1	1615	163	163	1	1.26357808594157e-06	4
20268	20268	1625	9.96932515337423	12.4802955665025	0	9.96932515337423	1	1462	1	1625	163	163	1	1.54060037487191e-05	4
20325	20325	1620	9.93865030674847	12.5540457072267	0	9.93865030674847	1	1458	1	1620	163	163	1	5.31771855005747e-06	4
20314	20314	1620	9.93865030674847	12.5472513897468	0	9.93865030674847	1	1457	1	1620	163	163	1	2.17985596240311e-08	4
20160	20160	1630	10	12.3756906077348	0	10	1	1466	1	1630	163	163	1	2.84895177293798e-06	4
20179	20179	1629	9.99386503067485	12.3949631449631	0	9.99386503067485	1	1465	1	1629	163	163	1	4.61905174997668e-06	4
20312	20312	1620	9.93865030674847	12.5460160592959	0	9.9079754601227	1	1459	1	1615	163	163	1	3.74481871845411e-07	4
20344	20344	1620	9.93865030674847	12.5657813465102	0	9.93865030674847	1	1456	1	1620	163	163	1	1.62225245005088e-05	4
20305	20305	1625	9.96932515337423	12.503078817734	0	9.96932515337423	1	1462	1	1625	163	163	1	3.66440231506227e-05	4
20224	20224	1630	10	12.414978514426	0	10	1	1466	1	1630	163	163	1	3.61740639138741e-05	4
20230	20230	1625	9.96932515337423	12.4568965517241	0	9.96932515337423	1	1461	1	1625	163	163	1	7.90500002345595e-07	4
20149	20149	1630	10	12.3689379987723	0	10	1	1466	1	1630	163	163	1	4.0871935225173e-07	4
20315	20315	1620	9.93865030674847	12.5478690549722	0	9.93865030674847	1	1458	1	1620	163	163	1	4.04869521197782e-06	4
20325	20325	1630	10	12.4769797421731	0	10	1	1466	1	1630	163	163	1	8.80552749362717e-05	4
20254	20254	1630	10	12.4333947206875	0	9.96932515337423	1	1468	1	1625	163	163	1	5.33460454515966e-05	4
20229	20229	1625	9.96932515337423	12.4562807881773	0	10	1	1461	1	1630	163	163	1	1.91045350605989e-06	4
20145	20145	1630	10	12.3664825046041	0	10	1	1467	1	1630	163	163	1	1.55324610950913e-08	4
20224	20224	1625	9.96932515337423	12.4532019704434	0	9.96932515337423	1	1463	1	1625	163	163	1	2.02602228771553e-07	4
20310	20310	1630	10	12.4677716390424	0	10	1	1466	1	1630	163	163	1	8.23227922478464e-05	4
20193	20193	1630	10	12.3959484346225	0	10	1	1466	1	1630	163	163	1	2.45239305034506e-05	4
20145	20145	1630	10	12.3664825046041	0	10	1	1466	1	1630	163	163	1	2.46126437730698e-06	4
20385	20385	1615	9.9079754601227	12.6301115241636	0	9.9079754601227	1	1452	1	1615	163	163	1	2.67002098908176e-06	4
20220	20220	1625	9.96932515337423	12.4507389162562	0	9.96932515337423	1	1463	1	1625	163	163	1	6.45432566281912e-07	4
20351	20351	1620	9.93865030674847	12.5701050030883	0	9.93865030674847	1	1456	1	1620	163	163	1	2.57864476219671e-05	4
20314	20314	1620	9.93865030674847	12.5472513897468	0	9.96932515337423	1	1457	1	1625	163	163	1	8.10459270839115e-06	4
20263	20263	1625	9.96932515337423	12.4772167487685	0	9.96932515337423	1	1462	1	1625	163	163	1	2.24260517828201e-05	4
20283	20283	1630	10	12.451197053407	0	10	1	1466	1	1630	163	163	1	7.19139434979255e-05	4
20156	20156	1630	10	12.3732351135666	0	10	1	1466	1	1630	163	163	1	9.25140005136882e-06	4
20336	20336	1620	9.93865030674847	12.5608400247066	0	9.93865030674847	1	1458	1	1620	163	163	1	1.94285753428725e-05	4
20228	20228	1625	9.96932515337423	12.4556650246305	0	9.96932515337423	1	1462	1	1625	163	163	1	5.78982931198624e-06	4
