active_time	online_time	num_message	ave_message	ave_time_inter	median_time_inter	ave_message_reply	ratio_male_contact	most_used_platform	num_platform	num_short_time_inter	num_receiver_age	num_reply_message	num_reply_user	num_user_to	reply_percent	periodic_pvalue	userid_from	bot
198	12195	7	1.75	2032.5	45	4	1	1	1	0	1	4	1	4	0.25	0.999999943552711	7118	0
20355	20355	1595	9.96875	12.7697616060226	0	9.96875	0.55	0	1	1436	1	1595	160	160	1	0.000110292518206823	140413	1
4999	24987	43	2.6875	594.928571428571	0	4	0.3125	1	1	30	5	60	15	16	0.9375	0.999999999999999	44273	0
20287	20287	1630	10	12.4536525475752	0	9.98159509202454	0.460122699386503	0	1	1467	1	1627	163	163	1	0.270445759933737	140593	1
22890	22890	42	1.68	558.292682926829	109	3.5	1	4	1	5	4	14	4	25	0.16	0.931874331704941	37941	0
20352	20352	1625	9.96932515337423	12.5320197044335	0	9.96932515337423	0.50920245398773	0	1	1462	1	1625	163	163	1	0.000458161082834141	140594	1
16204	27202	69	9.85714285714286	400.029411764706	15.5	10.3333333333333	1	9	1	31	2	31	3	7	0.428571428571429	0.999602808205383	67109	0
20241	20241	1630	10	12.4254143646409	0	10	0.49079754601227	0	1	1466	1	1630	163	163	1	2.01608351069194e-06	140595	1
20201	20201	1630	10	12.4008594229589	0	10	0.52760736196319	0	1	1467	1	1630	163	163	1	0.00122483692627806	140596	1
24418	24418	135	33.75	182.223880597015	45	39	1	3	1	12	3	117	3	4	0.75	0.976801597609173	124573	0
20311	20311	1627	9.98159509202454	12.4913899138991	0	9.98159509202454	0.496932515337423	0	1	1464	1	1627	163	163	1	0.000160097551670124	140542	1
14211	14211	55	2.75	263.166666666667	63	9.66666666666667	1	7	1	2	4	29	3	20	0.15	0.999990659373538	109238	0
20319	20319	1630	10	12.4732965009208	0	10	0.515337423312883	0	1	1467	1	1630	163	163	1	3.55976255805857e-07	140416	1
4280	4280	140	20	30.7913669064748	22	28.8571428571429	1	9	1	31	5	202	7	7	1	0.51826286575468	67403	0
4327	12560	7	1.4	2093.33333333333	58.5	1.8	1	3	1	2	2	9	5	5	1	0.38489375371048	17186	0
20315	20315	1630	10	12.4708410067526	0	10	0.52760736196319	0	1	1467	1	1630	163	163	1	0.000371679409478354	140597	1
19141	19141	1630	10	11.7501534683855	0	10	0.515337423312883	0	1	1466	1	1630	163	163	1	4.80365856784237e-05	140598	1
20274	20274	1630	10	12.4456721915285	0	10	0.49079754601227	0	1	1467	1	1630	163	163	1	2.71895553305423e-06	140417	1
13135	13135	43	10.75	312.738095238095	65.5	15	1	3	1	3	1	30	2	4	0.5	0.792833688180248	11835	0
0	0	4	1	0	0	2	0.25	1	1	3	4	6	3	4	0.75	1	13397	0
20354	20354	1625	9.96932515337423	12.5332512315271	0	9.96932515337423	0.503067484662577	0	1	1462	1	1625	163	163	1	2.79258503965707e-06	140599	1
NA	0	1	1	NA	NA	1	1	3	1	NA	1	1	1	1	1	1	109429	0
20351	20351	1630	10	12.4929404542664	0	10	0.43558282208589	0	1	1466	1	1630	163	163	1	0.00632931658057301	140600	1
20311	20311	1630	10	12.4683855125844	0	10	0.49079754601227	0	1	1467	1	1630	163	163	1	0.000207608393092196	140601	1
19183	19183	1610	9.87730061349693	11.922311995028	0	9.9079754601227	0.50920245398773	0	1	1450	1	1615	163	163	1	0.000312576091006322	140602	1
20271	20271	1625	9.96932515337423	12.4821428571429	0	9.96932515337423	0.478527607361963	0	1	1463	1	1625	163	163	1	5.72826096845169e-06	140603	1
7093	25636	110	11	235.192660550459	32	27.75	0.8	3	1	5	4	111	4	10	0.4	1	139160	0
20320	20320	1630	10	12.4739103744629	0	10	0.423312883435583	0	1	1467	1	1630	163	163	1	0.00774902572341662	140419	1
20349	20349	1630	10	12.4917127071823	0	10	0.496932515337423	0	1	1466	1	1630	163	163	1	2.07123686666311e-05	140499	1
20354	20354	1590	10	12.8093140339836	0	10	0.49685534591195	0	1	1431	1	1590	159	159	1	5.19897909874167e-05	140548	1
20355	20355	1630	10	12.4953959484346	0	10	0.503067484662577	0	1	1466	1	1630	163	163	1	0.000148409697897978	140604	1
16199	26406	178	44.5	149.186440677966	26	32.6666666666667	0.333333333333333	3	1	27	2	98	3	4	0.75	0.999999999999995	86830	0
20359	20359	1625	9.96932515337423	12.5363300492611	0	9.96932515337423	0.496932515337423	0	1	1462	1	1625	163	163	1	0.000290217772554113	140550	1
20287	20287	1630	10	12.4536525475752	0	10	0.466257668711656	0	1	1466	1	1630	163	163	1	0.340321615251818	140605	1
20312	20312	1620	9.93865030674847	12.5460160592959	0	9.93865030674847	0.515337423312883	0	1	1459	1	1620	163	163	1	2.89237618491534e-05	140606	1
20316	20316	1630	10	12.4714548802947	0	9.99386503067485	0.49079754601227	0	1	1466	1	1629	163	163	1	0.355080642926893	140607	1
20351	20351	1620	9.93865030674847	12.5701050030883	0	9.93865030674847	0.552147239263804	0	1	1456	1	1620	163	163	1	2.57864476219671e-05	140506	1
20358	20358	1620	9.93865030674847	12.5744286596665	0	9.93865030674847	0.52760736196319	0	1	1457	1	1620	163	163	1	3.88997981537464e-06	140608	1
1373	1373	26	2.88888888888889	54.92	39	5	1	4	1	2	2	20	4	9	0.444444444444444	0.73993661073287	54550	0
19986	19986	1630	10	12.268876611418	0	10	0.50920245398773	0	1	1466	1	1630	163	163	1	0.00036238090278462	140424	1
20350	20350	1630	10	12.4923265807244	0	10	0.47239263803681	0	1	1466	1	1630	163	163	1	0.000645732636831875	140609	1
1719	26416	15	1.25	1886.85714285714	97.5	1	1	3	1	0	4	1	1	12	0.0833333333333333	0.951565658013164	38356	0
19868	19868	1633	10.0184049079755	12.1740196078431	0	9.98773006134969	0.582822085889571	0	1	1469	1	1628	163	163	1	0.000257090233516388	140610	1
20315	20315	1635	10.0306748466258	12.4326805385557	0	9.93251533742331	0.570552147239264	0	1	1471	1	1619	163	163	1	6.84948907526683e-05	140429	1
20354	20354	1590	9.75460122699386	12.8093140339836	0	9.75460122699386	0.503067484662577	0	1	1427	1	1590	163	163	1	9.23740496117098e-06	140430	1
25936	25936	36	18	741.028571428571	46	15	1	3	1	4	2	15	1	2	0.5	0.839826837647976	42776	0
20367	20367	1630	10	12.5027624309392	0	9.96932515337423	0.521472392638037	0	1	1465	1	1625	163	163	1	7.70688291292787e-05	140611	1
20355	20355	1630	10	12.4953959484346	0	10	0.47239263803681	0	1	1466	1	1630	163	163	1	0.00544634271127376	140612	1
19179	19179	63	2.86363636363636	309.338709677419	41.5	5.5	1	3	1	13	4	22	4	22	0.181818181818182	0.865143620389365	41903	0
20354	20354	1630	10	12.4947820748926	0	9.96932515337423	0.558282208588957	0	1	1468	1	1625	163	163	1	5.37415275545516e-05	140431	1
20354	20354	1625	9.96932515337423	12.5332512315271	0	9.96932515337423	0.521472392638037	0	1	1463	1	1625	163	163	1	1.84048078266663e-06	140613	1
20196	20196	1630	10	12.3977900552486	0	10	0.478527607361963	0	1	1466	1	1630	163	163	1	4.06851110801298e-07	140614	1
60	15605	3	3	7802.5	7802.5	1	1	3	1	0	1	1	1	1	1	1	33567	0
20318	20318	1625	9.96932515337423	12.5110837438424	0	9.93865030674847	0.521472392638037	0	1	1463	1	1620	163	163	1	1.18895334426661e-05	140558	1
20310	20310	1630	10	12.4677716390424	0	10	0.484662576687117	0	1	1466	1	1630	163	163	1	8.23227922478464e-05	140615	1
20311	20311	1630	10	12.4683855125844	0	10	0.49079754601227	0	1	1467	1	1630	163	163	1	3.14389575520879e-05	140616	1
20311	20311	1630	10	12.4683855125844	0	10	0.533742331288344	0	1	1465	1	1630	163	163	1	8.17648919881897e-06	140559	1
26815	26815	468	7.93220338983051	57.4197002141328	16	11.6333333333333	0.298245614035088	3	2	140	6	349	30	59	0.508474576271186	0.868933704326555	80559	0
5184	5184	18	6	304.941176470588	87	6	1	3	1	0	2	6	1	3	0.333333333333333	0.998695567396361	20823	0
20271	20271	1640	10.0613496932515	12.3679072605247	0	10.1042944785276	0.52760736196319	0	1	1478	1	1647	163	163	1	3.17874884470104e-06	140432	1
20314	20314	1620	9.93865030674847	12.5472513897468	0	9.96932515337423	0.503067484662577	0	1	1457	1	1625	163	163	1	8.10459270839115e-06	140434	1
20367	20367	1605	9.84662576687117	12.6976309226933	0	9.8159509202454	0.496932515337423	0	1	1448	1	1600	163	163	1	0.0183288263077224	140617	1
1284	26561	20	3.33333333333333	1397.94736842105	47	5.25	1	3	1	3	4	21	4	6	0.666666666666667	0.999998542746777	69504	0
20359	20359	1610	9.87730061349693	12.6532007458048	0	9.9079754601227	0.496932515337423	0	1	1446	1	1615	163	163	1	7.62240547397264e-05	140618	1
20358	20358	1630	10	12.4972375690608	0	10	0.558282208588957	0	1	1466	1	1630	163	163	1	8.95213779772419e-08	140619	1
20323	20323	1630	10	12.475751995089	0	9.93865030674847	0.503067484662577	0	1	1467	1	1620	163	163	1	0.000232600081667256	140437	1
8677	18131	43	7.16666666666667	431.690476190476	90.5	13.5	1	3	1	2	1	81	6	6	1	0.999976046569228	123720	0
4619	24845	5	5	6211.25	6233	3	1	3	1	0	1	3	1	1	1	1	63998	0
20079	20079	1630	10	12.3259668508287	0	10	0.460122699386503	0	1	1467	1	1630	163	163	1	7.74639705546365e-05	140438	1
12794	27359	164	14.9090909090909	167.846625766871	23	25.3	1	3	1	30	2	253	10	11	0.909090909090909	0.999999999993984	89809	0
20359	20359	1620	9.93865030674847	12.5750463248919	0	9.93865030674847	0.496932515337423	0	1	1458	1	1620	163	163	1	9.35078152988211e-05	140439	1
20237	20237	1630	10	12.4229588704727	0	10	0.447852760736196	0	1	1467	1	1630	163	163	1	0.00382149863523962	140620	1
20312	20312	1625	9.96932515337423	12.5073891625616	0	9.96932515337423	0.466257668711656	0	1	1462	1	1625	163	163	1	3.59640940927886e-06	140621	1
20232	20232	1625	9.96932515337423	12.4581280788177	0	9.96932515337423	0.515337423312883	0	1	1462	1	1625	163	163	1	9.38890920620938e-06	140622	1
20351	20351	1610	9.87730061349693	12.6482287134866	0	9.87730061349693	0.49079754601227	0	1	1450	1	1610	163	163	1	0.000625826882859615	140444	1
5552	5552	68	2.72	82.865671641791	11	3.82608695652174	1	3	1	28	5	88	23	25	0.92	0.971039647127646	79779	0
20245	20245	1625	9.96932515337423	12.4661330049261	0	9.96932515337423	0.45398773006135	0	1	1462	1	1625	163	163	1	0.000413168234793426	140623	1
20270	20270	1630	10	12.4432166973603	0	10	0.54601226993865	0	1	1467	1	1630	163	163	1	3.88813195850712e-06	140624	1
20111	20111	1620	9.93865030674847	12.4218653489809	0	9.93865030674847	0.539877300613497	0	1	1456	1	1620	163	163	1	1.09982944777043e-05	140625	1
20351	20351	1625	9.96932515337423	12.5314039408867	0	9.96932515337423	0.496932515337423	0	1	1463	1	1625	163	163	1	4.53956673103217e-05	140626	1
20167	20167	1625	9.96932515337423	12.4181034482759	0	9.96932515337423	0.49079754601227	0	1	1462	1	1625	163	163	1	0.000149612765305007	140627	1
20315	20315	1620	9.93865030674847	12.5478690549722	0	9.93865030674847	0.503067484662577	0	1	1456	1	1620	163	163	1	0.00164722666072226	140447	1
12275	25897	39	1.77272727272727	681.5	162.5	2.25	1	10	1	0	7	18	8	22	0.363636363636364	0.999999999952275	126422	0
20319	20319	1630	10	12.4732965009208	0	10	0.466257668711656	0	1	1466	1	1630	163	163	1	1.88892306215438e-05	140523	1
20355	20355	1615	9.9079754601227	12.6115241635688	0	9.9079754601227	0.49079754601227	0	1	1453	1	1615	163	163	1	9.26037066807384e-05	140524	1
570	570	10	10	63.3333333333333	69	4	1	9	1	1	1	4	1	1	1	0.272513009168921	64330	0
20312	20312	1630	10	12.4689993861265	0	10	0.466257668711656	0	1	1467	1	1630	163	163	1	0.113389801979303	140501	1
2074	2074	90	2.5	23.3033707865169	14	3.6	1	3	1	31	3	54	15	36	0.416666666666667	0.940827575308351	121487	0
20359	20359	1625	9.96932515337423	12.5363300492611	0	9.96932515337423	0.503067484662577	0	1	1462	1	1625	163	163	1	2.26201789660374e-05	140628	1
2371	12969	17	1.88888888888889	810.5625	156	6	1	10	1	0	3	6	1	9	0.111111111111111	0.999557268440453	95488	0
20282	20282	1625	9.96932515337423	12.4889162561576	0	10	0.496932515337423	0	1	1463	1	1630	163	163	1	1.17088464079984e-06	140629	1
3888	3888	86	6.14285714285714	45.7411764705882	34	8.66666666666667	0.214285714285714	4	1	2	5	52	6	14	0.428571428571429	0.877415815655254	60660	0
0	23448	2	1	23448	23448	1.5	1	9	1	0	2	3	2	2	1	1	27112	0
20236	20236	1625	9.96932515337423	12.4605911330049	0	9.96932515337423	0.49079754601227	0	1	1461	1	1625	163	163	1	0.170662499174462	140630	1
20235	20235	1630	10	12.4217311233886	0	9.99386503067485	0.552147239263804	0	1	1466	1	1629	163	163	1	0.0222807784480735	140631	1
9664	9664	143	5.95833333333333	68.056338028169	34	11.625	1	3	1	23	4	93	8	24	0.333333333333333	0.883478023020248	31448	0
20109	20109	1630	10	12.3443830570902	0	10	0.50920245398773	0	1	1466	1	1630	163	163	1	1.47074286638293e-07	140502	1
3223	13001	30	5	448.310344827586	26	8.5	1	3	1	5	3	17	2	6	0.333333333333333	0.999997884146723	26711	0
20029	20029	1620	10	12.3712168004941	0	10	0.506172839506173	0	1	1457	1	1620	162	162	1	5.95773302469738e-07	140527	1
2041	26889	18	2	1581.70588235294	51	1.66666666666667	1	9	1	2	3	5	3	9	0.333333333333333	0.999999999759721	65427	0
17174	27348	183	6.77777777777778	150.263736263736	32	12.2142857142857	1	3	1	16	6	171	14	27	0.518518518518518	0.999999999995771	90523	0
20328	20328	1625	9.96932515337423	12.5172413793103	0	9.96932515337423	0.49079754601227	0	1	1461	1	1625	163	163	1	2.66629809997365e-05	140451	1
19828	19828	1630	10	12.1718845917741	0	10	0.423312883435583	0	1	1466	1	1630	163	163	1	0.00224398269597859	140632	1
20350	20350	1615	9.9079754601227	12.6084262701363	0	9.9079754601227	0.54601226993865	0	1	1452	1	1615	163	163	1	0.000216740550489147	140528	1
20314	20314	1620	9.93865030674847	12.5472513897468	0	9.93865030674847	0.52760736196319	0	1	1457	1	1620	163	163	1	2.17985596240311e-08	140633	1
20353	20353	1630	10	12.4941682013505	0	10	0.515337423312883	0	1	1467	1	1630	163	163	1	0.000860121761967481	140529	1
20151	20151	1625	9.96932515337423	12.4082512315271	0	9.96932515337423	0.478527607361963	0	1	1462	1	1625	163	163	1	4.14017938051847e-05	140634	1
23076	23076	220	5.23809523809524	105.369863013699	36	5.36842105263158	1	10	1	38	7	102	19	42	0.452380952380952	0.942669799030294	100545	0
20358	20358	1625	9.96932515337423	12.5357142857143	0	9.96932515337423	0.49079754601227	0	1	1461	1	1625	163	163	1	3.66038799004542e-06	140635	1
20311	20311	1630	10	12.4683855125844	0	10	0.466257668711656	0	1	1467	1	1630	163	163	1	1.339878335338e-05	140636	1
NA	0	1	1	NA	NA	NA	NA	3	1	NA	0	0	0	1	0	1	83824	0
20316	20316	1630	10	12.4714548802947	0	10	0.521472392638037	0	1	1466	1	1630	163	163	1	0.00254739788511094	140637	1
20359	20359	1625	9.96932515337423	12.5363300492611	0	9.96932515337423	0.521472392638037	0	1	1462	1	1625	163	163	1	1.17291213058701e-05	140638	1
4911	4911	122	6.1	40.5867768595041	4	2.85714285714286	1	3	1	83	4	20	7	20	0.35	1	125220	0
20355	20355	1655	10.1533742331288	12.3065296251511	0	9.95092024539877	0.515337423312883	0	1	1492	1	1622	163	163	1	2.05393757095607e-05	140639	1
20273	20273	1630	10	12.4450583179865	0	10.0306748466258	0.539877300613497	0	1	1466	1	1635	163	163	1	4.84350257510258e-05	140640	1
22471	22471	157	2.9622641509434	144.044871794872	35	5	1	9	1	13	4	105	21	53	0.39622641509434	0.999903716314695	131879	0
20351	20351	1630	10	12.4929404542664	0	10.0306748466258	0.423312883435583	0	1	1466	1	1635	163	163	1	0.0084624677096915	140456	1
20320	20320	1615	9.9079754601227	12.5898389095415	0	9.9079754601227	0.496932515337423	0	1	1452	1	1615	163	163	1	0.00190488379237108	140641	1
14602	23782	73	10.4285714285714	330.305555555556	31.5	10.5714285714286	0.142857142857143	1	1	11	3	74	7	7	1	0.905585113625972	115206	0
20149	20149	1630	10	12.3689379987723	0	10	0.50920245398773	0	1	1466	1	1630	163	163	1	2.61083492972825e-05	140642	1
165	165	2	1	165	165	NA	1	4	1	0	1	0	0	2	0	1	45904	0
8306	17139	44	22	398.581395348837	34	15	1	3	1	4	2	30	2	2	1	0.99951718459867	10319	0
5726	27355	94	18.8	294.139784946237	37	51.3333333333333	1	3	1	12	2	154	3	5	0.6	1	46055	0
8686	19224	55	9.16666666666667	356	23.5	13.8333333333333	1	3	1	5	2	83	6	6	1	0.99999650627549	95464	0
20239	20239	1630	10	12.4241866175568	0	10	0.50920245398773	0	1	1466	1	1630	163	163	1	0.00180435120012912	140458	1
20312	20312	1630	10	12.4689993861265	0	10	0.50920245398773	0	1	1466	1	1630	163	163	1	2.09723487389901e-05	140533	1
19491	19491	1630	10	11.9650092081031	0	10	0.466257668711656	0	1	1466	1	1630	163	163	1	0.000218527876194363	140643	1
25765	25765	231	5.37209302325581	112.021739130435	42.5	10.1764705882353	0.0571428571428571	3	2	12	5	173	17	43	0.395348837209302	0.534535152638136	66585	0
20311	20311	1630	10	12.4683855125844	0	10	0.484662576687117	0	1	1466	1	1630	163	163	1	0.000122948300921411	140644	1
20350	20350	1615	9.9079754601227	12.6084262701363	0	9.9079754601227	0.496932515337423	0	1	1454	1	1615	163	163	1	5.97627254517175e-06	140646	1
20353	20353	1615	9.9079754601227	12.6102850061958	0	9.9079754601227	0.496932515337423	0	1	1453	1	1615	163	163	1	1.53508673217395e-07	140645	1
20311	20311	1625	9.96932515337423	12.5067733990148	0	9.96932515337423	0.484662576687117	0	1	1461	1	1625	163	163	1	0.969279082810333	140647	1
17151	17151	16	1.77777777777778	1143.4	336	2	0.125	3	1	1	4	6	3	9	0.333333333333333	0.789442987207673	112276	0
1803	1803	15	7.5	128.785714285714	73	10	1	3	1	0	1	10	1	2	0.5	0.734891288030039	105163	0
20358	20358	1630	10	12.4972375690608	0	10	0.478527607361963	0	1	1466	1	1630	163	163	1	0.000151606099211055	140648	1
17143	25465	42	7	621.09756097561	27	6.66666666666667	1	9	1	8	3	20	3	6	0.5	0.365346675891961	64760	0
6074	16703	98	49	172.19587628866	52	54.5	1	3	1	0	2	109	2	2	1	1	78333	0
20323	20323	1631	10.0061349693252	12.4680981595092	0	10.0306748466258	0.47239263803681	0	1	1467	1	1635	163	163	1	5.65093434405917e-05	140649	1
2351	2351	2	1	2351	2351	NA	1	3	1	0	1	0	0	2	0	1	1910	0
20363	20363	1630	10	12.500306936771	0	10	0.478527607361963	0	1	1466	1	1630	163	163	1	1.27987383540251e-05	140650	1
26975	26975	61	12.2	449.583333333333	71	20.5	1	3	1	3	3	41	2	5	0.4	0.580006836158756	79745	0
20312	20312	1610	9.87730061349693	12.6239900559354	0	9.87730061349693	0.429447852760736	0	1	1450	1	1610	163	163	1	2.39130736078286e-05	140652	1
20350	20350	1490	10	13.6668905305574	0	10	0.483221476510067	0	1	1341	1	1490	149	149	1	1.67186107025152e-06	140653	1
20190	20190	1630	10	12.3941068139963	0	10	0.43558282208589	0	1	1466	1	1630	163	163	1	5.71991128395233e-06	140654	1
11282	11282	33	3.66666666666667	352.5625	175	4.2	1	3	1	6	3	21	5	9	0.555555555555556	0.0953341083162874	99150	0
20229	20229	1625	9.96932515337423	12.4562807881773	0	10	0.460122699386503	0	1	1461	1	1630	163	163	1	1.91045350605989e-06	140655	1
20354	20354	1630	10	12.4947820748926	0	10	0.533742331288344	0	1	1466	1	1630	163	163	1	2.93483226809776e-06	140656	1
20277	20277	1625	9.96932515337423	12.4858374384236	0	9.96932515337423	0.50920245398773	0	1	1462	1	1625	163	163	1	4.86798040679748e-05	140657	1
5491	5491	3	1.5	2745.5	2745.5	2	1	3	1	0	1	4	2	2	1	1	35891	0
20242	20242	1630	10	12.4260282381829	0	10	0.52760736196319	0	1	1467	1	1630	163	163	1	0.000466432110591164	140658	1
20270	20270	1620	9.93865030674847	12.5200741198271	0	9.93865030674847	0.484662576687117	0	1	1458	1	1620	163	163	1	7.36168295001338e-05	140465	1
NA	0	1	1	NA	NA	1	1	2	1	NA	1	1	1	1	1	1	57044	0
5412	26766	105	15	257.365384615385	42.5	52.5	1	3	1	4	3	105	2	7	0.285714285714286	1	39149	0
19201	19201	1630	10	11.7869858809085	0	10	0.496932515337423	0	1	1466	1	1630	163	163	1	5.47915842374902e-06	140464	1
20109	20109	1630	10	12.3443830570902	0	10	0.52760736196319	0	1	1466	1	1630	163	163	1	0.384542802768888	140659	1
20198	20198	1625	9.96932515337423	12.4371921182266	0	9.96932515337423	0.496932515337423	0	1	1461	1	1625	163	163	1	1.02577174665441e-06	140660	1
8764	8764	56	3.73333333333333	159.345454545455	57	8.2	0.0666666666666667	9	1	6	2	41	5	15	0.333333333333333	0.952528532959195	137831	0
20315	20315	1630	10	12.4708410067526	0	10.0306748466258	0.447852760736196	0	1	1466	1	1635	163	163	1	4.70705738719879e-06	140467	1
NA	0	1	1	NA	NA	NA	1	3	1	NA	1	0	0	1	0	1	19262	0
11373	24944	20	2.85714285714286	1312.84210526316	80	2.71428571428571	0.142857142857143	1	1	7	4	19	7	7	1	0.989444363355133	9195	0
20350	20350	1630	10	12.4923265807244	0	10	0.533742331288344	0	1	1466	1	1630	163	163	1	1.17664200318668e-05	140661	1
27283	27283	154	22	178.320261437908	44	41.8	1	3	1	6	2	209	5	7	0.714285714285714	0.7746264156416	133984	0
NA	0	1	1	NA	NA	NA	NA	3	1	NA	0	0	0	1	0	1	65156	0
2504	12354	28	14	457.555555555556	40	30	0.5	1	1	1	2	30	1	2	0.5	0.999740050507598	123482	0
23181	23181	81	3.375	289.7625	55.5	6.33333333333333	1	3	1	7	4	38	6	24	0.25	0.775437306019012	70212	0
20230	20230	1625	9.96932515337423	12.4568965517241	0	9.96932515337423	0.539877300613497	0	1	1461	1	1625	163	163	1	7.90500002345595e-07	140662	1
20351	20351	1630	10	12.4929404542664	0	10	0.515337423312883	0	1	1466	1	1630	163	163	1	0.000792250737975619	140547	1
3580	3580	69	69	52.6470588235294	21	46	1	9	1	18	1	46	1	1	1	0.999999999813283	20538	0
20363	20363	1630	10	12.500306936771	0	10	0.52760736196319	0	1	1466	1	1630	163	163	1	0.000275351471135998	140663	1
20352	20352	1630	10	12.4935543278085	0	10	0.533742331288344	0	1	1466	1	1630	163	163	1	3.17261786375589e-06	140664	1
479	479	13	6.5	39.9166666666667	44.5	8	1	10	1	0	2	8	1	2	0.5	0.591709422361825	113203	0
4077	25919	24	8	1126.91304347826	38	15	1	1	2	2	1	15	1	3	0.333333333333333	0.855841945132636	8751	0
NA	0	1	1	NA	NA	2	1	3	1	NA	1	2	1	1	1	1	52267	0
20287	20287	1625	9.96932515337423	12.4919950738916	0	9.96932515337423	0.466257668711656	0	1	1461	1	1625	163	163	1	0.0391017357726698	140665	1
20235	20235	1620	9.93865030674847	12.4984558369364	0	9.93865030674847	0.460122699386503	0	1	1457	1	1620	163	163	1	0.000168526393944157	140508	1
20356	20356	1630	10	12.4960098219767	0	10	0.52760736196319	0	1	1466	1	1630	163	163	1	0.0586546252460397	140477	1
20352	20352	1625	9.96932515337423	12.5320197044335	0	9.96932515337423	0.515337423312883	0	1	1462	1	1625	163	163	1	1.87361304301303e-05	140666	1
20271	20271	1615	9.9079754601227	12.5594795539033	0	9.9079754601227	0.521472392638037	0	1	1452	1	1615	163	163	1	9.38739812421652e-05	140478	1
20283	20283	1625	9.96932515337423	12.4895320197044	0	9.96932515337423	0.43558282208589	0	1	1462	1	1625	163	163	1	1.43133598282663e-05	140667	1
8262	8262	17	2.125	516.375	32	2.33333333333333	1	3	1	0	3	7	3	8	0.375	0.905858029537083	73591	0
20317	20317	1620	9.93865030674847	12.5491043854231	0	9.96932515337423	0.52760736196319	0	1	1457	1	1625	163	163	1	0.0069601951399777	140554	1
252	252	4	4	84	33	4	1	3	1	0	1	4	1	1	1	1	60389	0
20163	20163	1615	9.96913580246914	12.4925650557621	0	9.96913580246914	0.450617283950617	0	1	1453	1	1615	162	162	1	0.000100494914750615	140668	1
4736	15743	57	7.125	281.125	55.5	43	1	7	1	2	2	43	1	8	0.125	1	139743	0
20556	20556	89	3.70833333333333	233.590909090909	37	4.375	0.521739130434783	3	1	11	6	70	16	24	0.666666666666667	0.941782857886223	136929	0
20276	20276	1615	9.9079754601227	12.5625774473358	0	9.89570552147239	0.503067484662577	0	1	1452	1	1613	163	163	1	1.98447236421373e-09	140669	1
20351	20351	1630	10	12.4929404542664	0	10	0.533742331288344	0	1	1467	1	1630	163	163	1	0.00342631794168413	140670	1
20154	20154	1625	9.96932515337423	12.4100985221675	0	9.96932515337423	0.441717791411043	0	1	1461	1	1625	163	163	1	1.47839859402366e-05	140671	1
20352	20352	1630	10	12.4935543278085	0	10	0.447852760736196	0	1	1466	1	1630	163	163	1	1	140672	1
3088	3088	11	11	308.8	178.5	17	1	3	1	0	1	17	1	1	1	0.369979148012144	40863	0
20198	20198	1620	9.93865030674847	12.4756022235948	0	9.93865030674847	0.52760736196319	0	1	1457	1	1620	163	163	1	0.000299510598668062	140487	1
73	22635	6	6	4527	53	2	1	3	1	1	1	2	1	1	1	0.495935300765819	48727	0
20312	20312	1630	10	12.4689993861265	0	9.96932515337423	0.47239263803681	0	1	1467	1	1625	163	163	1	0.000188953551856663	140562	1
20352	20352	1630	10	12.4935543278085	0	10.0245398773006	0.552147239263804	0	1	1466	1	1634	163	163	1	0.990549458361706	140490	1
20352	20352	1630	10	12.4935543278085	0	10	0.52760736196319	0	1	1466	1	1630	163	163	1	0.000135498763518926	140673	1
NA	0	1	1	NA	NA	1	1	3	1	NA	1	1	1	1	1	1	107680	0
97	97	4	2	32.3333333333333	35	4.5	1	10	1	0	2	9	2	2	1	1	140571	0
1741	1741	28	2.15384615384615	64.4814814814815	39	3	1	3	1	2	4	12	4	13	0.307692307692308	0.939258422793707	53508	0
10600	21619	32	5.33333333333333	697.387096774194	35	7.33333333333333	1	3	1	1	4	44	6	6	1	0.957994501362704	15938	0
0	8219	2	2	8219	8219	2	1	3	1	0	1	2	1	1	1	1	21938	0
2148	2148	19	3.8	119.333333333333	66.5	2.5	1	1	1	1	2	5	2	5	0.4	0.998523096657948	1059	0
22	17922	3	3	8961	8961	2	1	3	1	0	1	2	1	1	1	1	66733	0
NA	0	1	1	NA	NA	NA	NA	3	1	NA	0	0	0	1	0	1	22645	0
6907	6907	3	1.5	3453.5	3453.5	1	1	3	1	1	1	1	1	2	0.5	1	30241	0
4201	16318	63	5.72727272727273	263.193548387097	49	10	1	1	1	4	4	50	5	11	0.454545454545455	1	6037	0
6804	6804	72	10.2857142857143	95.830985915493	30	8.57142857142857	1	9	1	11	3	60	7	7	1	0.0122719615515479	125094	0
5547	5547	120	30	46.6134453781513	37	26.5	1	3	1	9	4	106	4	4	1	0.917585300043535	83846	0
15111	27179	111	6.9375	247.081818181818	58.5	18.8	1	3	1	8	4	94	5	16	0.3125	0.999999999493891	137281	0
1287	1287	7	7	214.5	160.5	6	1	4	1	0	1	6	1	1	1	0.78379753128716	61447	0
4200	19609	23	4.6	891.318181818182	162	8.5	1	3	1	0	2	17	2	5	0.4	0.999999999995625	8855	0
4155	22673	4	2	7557.66666666667	7637	3	1	3	2	0	1	3	1	2	0.5	1	24213	0
25620	25620	64	32	406.666666666667	61	32	1	1	2	0	1	64	2	2	1	0.00633115871284085	33026	0
585	585	22	11	27.8571428571429	21	10.5	1	4	1	7	1	21	2	2	1	0.133431250776873	54993	0
